Ticker,MS(0),ROIC(0),MS(5),ROIC(5),MS(10),ROIC(10)
TAX,2.94,0.43,2.94,0.43,2.94,0.43
LPNT,1.03,0.06,1.03,0.06,1.03,0.06
LCUT,0.83,0.07,0.83,0.07,0.83,0.07
LFVN,2.17,0.35,2.17,0.35,2.17,0.35
LWAY,5.18,0.07,5.18,0.07,5.18,0.07
LGND,7.43,0.17,6.6,0.15,6.04,0.13
LTBR,4.26,1.61,2.23,0.67,1.58,0.45
LPTH,1.34,0.23,1.02,0.17,0.85,0.14
LIME,0.77,0.08,0.77,0.08,0.77,0.08
LLNW,1.47,0.19,1.16,0.15,0.99,0.13
LMNR,1.68,0.1,1.68,0.1,1.68,0.1
LINC,0.52,0.34,0.52,0.34,0.52,0.34
LECO,2.71,0.18,2.71,0.18,2.71,0.18
LLTC,6.39,0.49,4.52,0.36,3.64,0.29
LNCO,1.11,0.0,1.11,0.0,1.11,0.0
LINE,0.9,0.09,0.9,0.09,0.9,0.09
LBIO,11.59,0.59,10.28,0.48,9.45,0.41
LIOX,1.91,0.1,1.75,0.09,1.63,0.09
LPCN,3.14,1.05,1.65,0.6,1.24,0.46
LIQD,0.24,0.71,0.24,0.71,0.24,0.71
LQDT,0.92,0.29,0.92,0.29,0.92,0.29
LFUS,2.25,0.15,2.09,0.14,1.98,0.13
LIVE,2.68,0.3,2.68,0.3,2.68,0.3
LPSN,2.26,0.2,1.57,0.13,1.26,0.11
LKQ,1.71,0.12,1.71,0.12,1.71,0.12
LMIA,0.95,0.08,0.95,0.08,0.95,0.08
LOCM,0.65,0.24,0.44,0.17,0.35,0.14
LOGM,4.53,0.14,3.53,0.11,2.99,0.09
LOJN,0.71,0.29,0.58,0.24,0.51,0.21
LOOK,2.08,1.54,0.53,0.53,0.32,0.34
LORL,7.03,0.02,7.03,0.02,7.03,0.02
LOXO,1.92,0.45,1.39,0.29,1.13,0.22
LPTN,2.18,1.64,0.75,0.58,0.5,0.39
LPLA,1.37,0.08,1.37,0.08,1.37,0.08
LRAD,2.66,0.2,2.23,0.16,1.97,0.15
LYTS,1.25,0.04,1.25,0.04,1.25,0.04
LULU,7.25,0.29,7.25,0.29,7.25,0.29
LMNS,2.29,0.22,1.76,0.18,1.47,0.16
LMNX,1.9,0.22,1.39,0.16,1.14,0.13
LMOS,1.15,0.08,1.15,0.08,1.15,0.08
LUNA,0.77,0.25,0.61,0.19,0.52,0.17
MTSI,2.71,0.19,2.24,0.15,1.98,0.13
MGNX,5.57,0.55,2.84,0.3,2.04,0.22
MGLN,1.19,0.06,1.19,0.06,1.19,0.06
MPET,0.45,0.15,0.45,0.15,0.45,0.15
CALL,0.62,0.11,0.58,0.1,0.55,0.1
MNGA,1.37,0.48,1.31,0.46,1.27,0.44
MAG,1.75,0.54,1.55,0.48,1.41,0.44
MHLD,0.28,0.02,0.28,0.02,0.28,0.02
COOL,0.73,0.8,0.33,0.41,0.22,0.29
MAMS,3.28,0.28,2.26,0.19,1.8,0.16
MANH,12.57,0.59,8.75,0.4,6.99,0.32
LOAN,1.53,0.07,1.53,0.07,1.53,0.07
MNTX,0.85,0.07,0.83,0.07,0.82,0.07
MTEX,0.94,0.19,0.94,0.19,0.94,0.19
MNKD,5.14,0.9,2.88,0.45,2.1,0.32
MANT,0.81,0.06,0.81,0.06,0.81,0.06
MARA,1.72,0.37,1.72,0.37,1.72,0.37
MCHX,1.05,0.18,0.72,0.13,0.58,0.1
MARPS,22.33,2.29,22.33,2.29,22.33,2.29
MRNS,2.63,0.7,1.89,0.42,1.54,0.32
MKTX,8.56,0.33,8.56,0.33,8.56,0.33
MKTO,5.59,0.42,4.12,0.31,3.41,0.25
MRLN,0.34,0.03,0.34,0.03,0.34,0.03
FISH,2.43,0.13,2.43,0.13,2.43,0.13
MAR,3.85,0.17,3.85,0.17,3.85,0.17
MBII,1.15,0.71,0.82,0.46,0.67,0.36
MRTN,1.37,0.09,1.37,0.09,1.37,0.09
MMLP,1.42,0.05,1.42,0.05,1.42,0.05
MRVL,1.23,0.27,0.78,0.17,0.6,0.13
MASI,3.46,0.31,2.69,0.24,2.28,0.2
MTRX,1.06,0.08,1.06,0.08,1.06,0.08
MAT,1.77,0.1,1.77,0.1,1.77,0.1
MATR,4.95,0.42,4.95,0.42,4.95,0.42
MATW,1.21,0.06,1.21,0.06,1.21,0.06
MFRM,1.85,0.09,1.85,0.09,1.85,0.09
MTSN,2.12,0.26,1.43,0.17,1.12,0.13
MXIM,2.5,0.22,1.79,0.16,1.45,0.13
MXWL,1.1,0.16,0.79,0.11,0.65,0.09
MCGC,0.82,0.02,0.82,0.02,0.82,0.02
MGRC,1.07,0.08,1.07,0.08,1.07,0.08
MDCA,1.31,0.05,1.31,0.05,1.31,0.05
MDAS,1.21,0.08,1.15,0.07,1.1,0.07
MTBC,1.01,0.31,0.96,0.28,0.91,0.26
MNOV,3.47,0.43,2.46,0.31,1.96,0.25
MDSO,5.53,0.16,4.34,0.12,3.71,0.1
MDVN,11.19,0.81,7.64,0.48,6.14,0.36
MEET,0.81,0.34,0.45,0.18,0.32,0.13
MEIP,0.86,0.94,0.61,0.59,0.5,0.47
MELA,0.8,0.98,0.51,0.61,0.38,0.45
MLNX,2.53,0.29,1.57,0.18,1.2,0.14
MEMP,1.05,0.19,1.05,0.19,1.05,0.19
MENT,1.5,0.31,0.99,0.2,0.77,0.15
MELI,6.57,0.22,5.8,0.19,5.32,0.17
MERC,1.23,0.11,1.23,0.11,1.23,0.11
MRCY,1.3,0.11,1.0,0.09,0.84,0.07
MRGE,1.96,0.14,1.57,0.11,1.35,0.1
VIVO,4.48,0.37,3.75,0.31,3.32,0.28
MMSI,1.54,0.1,1.36,0.09,1.24,0.08
MACK,9.27,1.28,2.57,0.36,1.61,0.22
MERU,0.79,0.84,0.36,0.4,0.25,0.28
MLAB,2.83,0.16,2.69,0.15,2.59,0.15
MBLX,4.68,2.38,1.33,0.6,0.82,0.37
MEIL,1.68,0.43,1.68,0.43,1.68,0.43
MFRI,0.52,0.08,0.52,0.08,0.52,0.08
MGCD,1.02,0.14,0.81,0.11,0.69,0.09
MGEE,1.12,0.08,1.12,0.08,1.12,0.08
MGPI,1.63,0.11,1.63,0.11,1.63,0.11
MCRL,2.87,0.28,1.76,0.17,1.33,0.13
MCHP,2.35,0.17,2.02,0.14,1.82,0.13
MU,1.61,0.22,1.41,0.19,1.29,0.18
MICT,0.63,0.1,0.55,0.09,0.5,0.08
MSCC,1.87,0.13,1.48,0.1,1.27,0.09
MSFT,2.41,0.23,2.04,0.19,1.81,0.17
MSTR,3.53,0.29,2.31,0.19,1.81,0.15
MVIS,13.66,1.48,3.74,0.48,2.3,0.3
MCEP,0.86,0.09,0.86,0.09,0.86,0.09
MSEX,0.96,0.06,0.96,0.06,0.96,0.06
MDXG,9.34,0.18,8.17,0.15,7.46,0.14
NERV,2.0,1.58,0.99,0.74,0.72,0.53
MRTX,12.82,1.44,4.44,0.6,2.93,0.41
MSON,4.86,0.18,3.98,0.14,3.47,0.13
MIND,0.45,0.06,0.45,0.06,0.45,0.06
MITK,3.08,0.32,1.92,0.2,1.46,0.15
MITL,0.99,0.12,0.83,0.1,0.74,0.09
MKSI,1.55,0.16,1.35,0.14,1.21,0.13
MMAC,0.54,0.1,0.54,0.1,0.54,0.1
MINI,1.35,0.06,1.35,0.06,1.35,0.06
MOBL,2.54,0.62,1.61,0.38,1.25,0.29
MOCO,2.05,0.2,1.67,0.16,1.45,0.14
MDSY,1.32,0.23,1.21,0.2,1.13,0.18
MLNK,0.58,0.02,0.58,0.02,0.58,0.02
MNTA,4.1,0.78,1.9,0.37,1.33,0.26
MCRI,1.43,0.09,1.43,0.09,1.43,0.09
MDLZ,1.16,0.05,1.16,0.05,1.16,0.05
MGI,1.06,0.02,1.06,0.02,1.06,0.02
MPWR,4.98,0.24,3.56,0.17,2.89,0.14
TYPE,3.55,0.2,3.07,0.17,2.76,0.15
MNRO,2.5,0.13,2.5,0.13,2.5,0.13
MRCC,1.15,0.06,1.15,0.06,1.15,0.06
MNST,12.58,0.42,12.58,0.42,12.58,0.42
MORN,3.34,0.15,3.34,0.15,3.34,0.15
MOSY,2.68,0.97,1.05,0.43,0.7,0.29
MPAA,1.63,0.11,1.6,0.1,1.58,0.1
MRVC,0.55,0.23,0.36,0.16,0.29,0.13
MTSC,2.33,0.18,2.05,0.16,1.86,0.14
LABL,1.66,0.09,1.66,0.09,1.66,0.09
MFLX,0.97,0.18,0.93,0.17,0.9,0.17
MYL,2.75,0.12,2.51,0.11,2.34,0.11
MYOS,1.81,0.84,1.37,0.65,1.18,0.56
MYRG,1.21,0.11,1.21,0.11,1.21,0.11
MYGN,3.08,0.29,2.54,0.24,2.22,0.21
NANO,1.63,0.21,1.14,0.15,0.91,0.12
NSPH,0.71,1.38,0.29,0.58,0.2,0.39
NSTG,2.48,0.65,1.67,0.44,1.33,0.35
NSSC,1.86,0.08,1.86,0.08,1.86,0.08
NATH,3.05,0.32,3.05,0.32,3.05,0.32
NAUH,1.06,0.14,1.06,0.14,1.06,0.14
FIZZ,4.91,0.32,4.91,0.32,4.91,0.32
NCMI,1.87,0.15,1.87,0.15,1.87,0.15
NGHC,0.45,0.03,0.45,0.03,0.45,0.03
NHLD,0.8,0.13,0.8,0.13,0.8,0.13
NATI,2.8,0.26,1.91,0.18,1.5,0.14
NATL,0.39,0.02,0.39,0.02,0.39,0.02
NRCIA,2.82,0.23,2.82,0.23,2.82,0.23
NSEC,0.41,0.07,0.41,0.07,0.41,0.07
NWLI,0.08,0.01,0.08,0.01,0.08,0.01
NAII,0.74,0.09,0.74,0.09,0.74,0.09
NHTC,5.77,0.49,5.77,0.49,5.77,0.49
NATR,1.25,0.09,1.25,0.09,1.25,0.09
BABY,3.04,0.18,2.5,0.15,2.17,0.13
NCIT,0.95,0.11,0.95,0.11,0.95,0.11
NKTR,3.45,0.69,1.64,0.34,1.14,0.24
NEOG,4.52,0.16,4.26,0.15,4.07,0.14
NEO,3.61,0.08,3.31,0.07,3.09,0.07
NEON,19.8,1.97,5.82,0.68,3.7,0.45
NBS,1.02,0.73,0.69,0.48,0.55,0.39
NRX,2.6,0.92,1.65,0.59,1.32,0.47
UEPS,0.7,0.1,0.7,0.1,0.7,0.1
NETE,4.07,0.45,4.07,0.45,4.07,0.45
NTAP,1.39,0.18,1.08,0.14,0.91,0.12
NFLX,3.99,0.12,3.53,0.1,3.23,0.09
NTGR,0.98,0.2,0.8,0.16,0.69,0.14
NLST,1.97,0.82,0.87,0.43,0.57,0.3
NTCT,2.83,0.27,2.2,0.21,1.86,0.17
NTWK,0.71,0.14,0.7,0.14,0.7,0.14
NBIX,14.03,0.42,9.27,0.29,7.27,0.23
NLNK,5.72,1.73,4.28,1.06,3.59,0.81
NEWP,1.5,0.19,1.16,0.15,0.98,0.13
NWS,0.56,0.02,0.56,0.02,0.56,0.02
NEWT,1.1,0.07,1.1,0.07,1.1,0.07
NXST,2.12,0.14,2.12,0.14,2.12,0.14
NFEC,0.42,0.03,0.42,0.03,0.42,0.03
EGOV,6.76,0.35,6.76,0.35,6.76,0.35
NMIH,1.02,0.11,1.02,0.11,1.02,0.11
NNBR,1.19,0.05,1.19,0.05,1.19,0.05
NDLS,2.76,0.09,2.76,0.09,2.76,0.09
NDSN,2.58,0.17,2.58,0.17,2.58,0.17
NSYS,0.53,0.03,0.53,0.03,0.53,0.03
NTK,1.24,0.05,1.24,0.05,1.24,0.05
NTIC,1.53,0.18,1.23,0.15,1.06,0.13
NWBO,11.41,6.62,2.92,0.94,1.88,0.58
NWPX,0.82,0.08,0.82,0.08,0.82,0.08
NCLH,1.53,0.06,1.53,0.06,1.53,0.06
NVFY,0.83,0.07,0.83,0.07,0.83,0.07
MIFI,3.26,0.75,1.33,0.3,0.87,0.2
NVAX,7.25,0.59,4.52,0.37,3.52,0.29
NTLS,0.97,0.16,0.97,0.16,0.97,0.16
NUAN,1.23,0.06,1.07,0.06,0.97,0.05
NMRX,1.85,0.09,1.64,0.08,1.51,0.07
NUTR,1.1,0.12,1.1,0.12,1.1,0.12
NTRI,5.31,0.27,5.31,0.27,5.31,0.27
NUVA,1.82,0.09,1.68,0.08,1.59,0.08
NVEE,2.4,0.15,2.4,0.15,2.4,0.15
NVEC,2.83,0.19,2.63,0.18,2.48,0.17
NVDA,1.9,0.3,1.23,0.2,0.96,0.15
NXTM,3.88,0.14,3.25,0.12,2.87,0.11
NXTD,17.07,2.71,10.47,1.4,8.28,1.05
OCAT,44.18,6.95,6.14,1.08,3.53,0.63
OBCI,1.47,0.13,1.47,0.13,1.47,0.13
OPTT,0.51,0.62,0.27,0.38,0.19,0.28
OCRX,1.39,0.81,0.97,0.55,0.81,0.45
OCLR,0.75,0.37,0.46,0.24,0.35,0.19
OCUL,6.95,0.91,4.51,0.5,3.53,0.36
OCLS,1.06,0.56,0.66,0.4,0.5,0.32
OMEX,3.34,1.77,0.94,0.53,0.59,0.33
ODP,0.96,0.05,0.96,0.05,0.96,0.05
OFS,0.93,0.03,0.93,0.03,0.93,0.03
OHAI,0.82,0.03,0.82,0.03,0.82,0.03
OHRP,2.39,0.59,1.85,0.44,1.57,0.37
ODFL,2.93,0.21,2.93,0.21,2.93,0.21
ZEUS,0.53,0.06,0.53,0.06,0.53,0.06
OFLX,5.4,0.52,4.69,0.44,4.24,0.39
OMER,82.71,3.54,7.03,0.77,4.06,0.48
OMCL,2.3,0.14,2.01,0.12,1.82,0.11
OVTI,1.09,0.15,0.88,0.12,0.76,0.1
OTIV,1.72,0.4,1.24,0.29,1.01,0.23
OGXI,0.93,1.39,0.26,0.38,0.17,0.24
OMED,3.05,0.46,1.79,0.28,1.36,0.22
ONTX,1.05,1.65,0.25,0.51,0.15,0.33
ONTY,1.6,1.01,0.81,0.48,0.58,0.34
OHGI,2.61,0.1,2.61,0.1,2.61,0.1
ONVI,1.99,0.29,1.16,0.17,0.86,0.12
OTEX,2.09,0.14,1.84,0.13,1.68,0.12
OPXA,0.96,1.57,0.28,0.59,0.18,0.4
OPHT,3.35,0.44,2.6,0.33,2.25,0.29
OCC,0.84,0.06,0.84,0.06,0.84,0.06
ORMP,3.26,0.43,2.49,0.32,2.11,0.27
OSUR,1.99,0.13,1.68,0.11,1.49,0.1
ORBC,1.14,0.02,1.12,0.02,1.11,0.02
ORLY,3.73,0.2,3.73,0.2,3.73,0.2
OREX,4.54,0.71,2.43,0.34,1.74,0.23
OFIX,1.64,0.12,1.38,0.1,1.22,0.09
OSIS,1.33,0.13,1.17,0.12,1.07,0.11
OSIR,5.59,0.11,4.74,0.09,4.22,0.08
OTEL,1.03,0.14,1.03,0.14,1.03,0.14
OTIC,4.4,0.66,3.17,0.42,2.64,0.33
OTTR,0.94,0.06,0.94,0.06,0.94,0.06
OUTR,1.47,0.16,1.44,0.16,1.41,0.16
OVAS,11.99,0.87,6.99,0.55,5.33,0.43
OSTK,1.6,0.04,1.6,0.04,1.6,0.04
OXBR,0.69,0.08,0.69,0.08,0.69,0.08
OXFD,4.13,0.35,3.54,0.31,3.22,0.28
OXGN,1.26,0.64,0.84,0.43,0.66,0.34
PFIN,0.61,0.06,0.61,0.06,0.61,0.06
PTSI,1.68,0.07,1.68,0.07,1.68,0.07
PCAR,1.54,0.09,1.49,0.09,1.45,0.09
PACB,3.52,0.86,1.65,0.41,1.14,0.29
PEIX,1.11,0.33,1.11,0.33,1.11,0.33
PSUN,1.12,0.06,1.12,0.06,1.12,0.06
PCRX,9.64,0.15,8.31,0.12,7.5,0.11
PTIE,2.23,0.45,1.5,0.31,1.18,0.24
PNRA,3.62,0.22,3.62,0.22,3.62,0.22
PANL,0.84,0.01,0.84,0.01,0.84,0.01
PZZA,5.44,0.24,5.44,0.24,5.44,0.24
FRSH,1.54,0.06,1.54,0.06,1.54,0.06
PRTK,3.56,0.39,3.02,0.3,2.65,0.25
PRXL,2.36,0.12,2.36,0.12,2.36,0.12
PCYG,12.34,0.12,12.34,0.12,12.34,0.12
PRKR,3.38,1.14,1.46,0.58,0.99,0.41
PKOH,1.09,0.11,1.09,0.11,1.09,0.11
PATK,2.85,0.21,2.85,0.21,2.85,0.21
PEGI,1.28,0.02,1.28,0.02,1.28,0.02
PDCO,1.91,0.13,1.91,0.13,1.91,0.13
PTEN,0.76,0.06,0.76,0.06,0.76,0.06
PAYX,2.44,0.16,2.44,0.16,2.44,0.16
PCTY,1.57,0.04,1.54,0.04,1.51,0.04
PCCC,1.26,0.14,1.26,0.14,1.26,0.14
PCMI,0.51,0.04,0.51,0.04,0.51,0.04
PCTI,1.05,0.13,0.84,0.1,0.73,0.09
PDCE,1.24,0.14,1.24,0.14,1.24,0.14
PDFS,3.34,0.25,2.72,0.2,2.35,0.17
PDII,0.43,0.18,0.43,0.18,0.43,0.18
PDLI,1.64,0.59,1.64,0.59,1.64,0.59
PEGA,2.93,0.29,2.0,0.19,1.6,0.15
PCO,1.02,0.2,1.02,0.2,1.02,0.2
PENN,1.16,0.16,1.16,0.16,1.16,0.16
PFLT,0.97,0.05,0.97,0.05,0.97,0.05
PNNT,0.91,0.05,0.91,0.05,0.91,0.05
PRCP,1.47,0.23,1.19,0.18,1.03,0.16
PPHM,3.24,0.9,1.55,0.45,1.07,0.31
PRFT,1.86,0.09,1.86,0.09,1.86,0.09
PFMT,1.01,0.11,1.01,0.11,1.01,0.11
PERF,0.4,0.06,0.4,0.06,0.4,0.06
PSEM,1.21,0.11,0.96,0.08,0.82,0.07
PESI,0.58,0.12,0.55,0.12,0.53,0.11
PTX,1.12,0.09,1.1,0.09,1.08,0.09
PERY,0.77,0.03,0.77,0.03,0.77,0.03
PETS,4.31,0.33,4.31,0.33,4.31,0.33
PFSW,1.65,0.06,1.65,0.06,1.65,0.06
PGTI,2.4,0.15,2.4,0.15,2.4,0.15
PCYC,18.59,0.41,14.33,0.3,12.32,0.26
PHII,0.76,0.08,0.76,0.08,0.76,0.08
PAHC,3.33,0.16,3.33,0.16,3.33,0.16
PHMD,0.66,0.1,0.63,0.1,0.61,0.09
PLAB,0.7,0.05,0.66,0.05,0.63,0.05
PICO,0.81,0.07,0.81,0.07,0.81,0.07
PPC,2.03,0.37,2.03,0.37,2.03,0.37
PME,0.96,0.32,0.96,0.32,0.96,0.32
PPSI,1.1,0.11,1.1,0.11,1.1,0.11
PXLW,3.48,0.92,1.17,0.33,0.76,0.21
PLNR,1.51,0.14,1.2,0.11,1.01,0.09
PLPM,3.19,0.17,3.19,0.17,3.19,0.17
PTBI,4.31,0.79,3.67,0.48,3.2,0.34
PLXS,1.12,0.07,1.12,0.07,1.12,0.07
PLUG,2.2,0.24,2.05,0.22,1.94,0.21
PSTI,3.3,0.69,1.81,0.41,1.34,0.31
PMCS,2.12,0.27,1.23,0.15,0.91,0.11
PMFG,0.65,0.2,0.65,0.2,0.65,0.2
PLCM,1.09,0.14,0.81,0.11,0.67,0.09
POOL,3.66,0.2,3.66,0.2,3.66,0.2
POPE,1.11,0.11,1.11,0.11,1.11,0.11
PLKI,5.72,0.27,5.72,0.27,5.72,0.27
PTLA,4.63,0.8,2.82,0.44,2.18,0.33
PSTR,0.57,0.01,0.57,0.01,0.57,0.01
PBPB,2.36,0.04,2.36,0.04,2.36,0.04
PCH,2.08,0.17,2.08,0.17,2.08,0.17
POWL,0.81,0.05,0.78,0.05,0.75,0.05
POWI,2.98,0.22,2.27,0.17,1.9,0.14
PSIX,2.87,0.2,2.52,0.17,2.3,0.15
POZN,5.3,0.54,3.49,0.33,2.67,0.24
PRAA,1.51,0.15,1.51,0.15,1.51,0.15
PLPC,0.75,0.1,0.66,0.09,0.6,0.08
PRXI,0.75,0.2,0.75,0.2,0.75,0.2
PINC,1.17,0.21,1.16,0.2,1.14,0.2
PRGX,1.03,0.07,1.03,0.07,1.03,0.07
PSMT,2.69,0.15,2.69,0.15,2.69,0.15
PNRG,0.83,0.19,0.83,0.19,0.83,0.19
PRMW,2.31,0.12,2.31,0.12,2.31,0.12
PRIM,1.12,0.1,1.12,0.1,1.12,0.1
PKT,1.52,0.25,1.19,0.2,1.01,0.17
PDEX,0.71,0.22,0.5,0.15,0.39,0.12
IPDN,0.61,0.11,0.61,0.11,0.61,0.11
PFIE,1.78,0.26,1.74,0.26,1.71,0.25
PGNX,2.31,0.67,1.5,0.4,1.16,0.3
PRGS,1.88,0.2,1.52,0.16,1.32,0.14
PFPT,5.43,0.25,4.26,0.2,3.65,0.17
PRPH,1.22,0.52,1.0,0.43,0.87,0.38
PRTA,3.62,0.3,2.73,0.22,2.27,0.18
PWX,0.8,0.05,0.8,0.05,0.8,0.05
PSDV,2.96,1.23,1.85,0.71,1.42,0.53
PMD,3.82,0.27,3.38,0.24,3.1,0.22
PTC,2.26,0.2,1.72,0.15,1.44,0.12
PTCT,6.66,0.68,4.26,0.4,3.32,0.3
PCYO,1.24,0.01,1.24,0.01,1.24,0.01
QADA,1.69,0.25,1.18,0.17,0.94,0.13
QCCO,0.53,0.12,0.53,0.12,0.53,0.12
QKLS,0.39,0.12,0.39,0.12,0.39,0.12
QLIK,5.68,0.29,4.3,0.21,3.61,0.18
QLGC,1.58,0.29,1.03,0.19,0.8,0.14
QLTI,1.16,0.35,0.86,0.26,0.7,0.21
QCOM,2.34,0.28,1.8,0.22,1.51,0.18
QLTY,1.47,0.12,1.47,0.12,1.47,0.12
QSII,2.17,0.16,1.75,0.13,1.51,0.11
QBAK,1.37,0.46,0.81,0.28,0.6,0.21
QLYS,7.0,0.16,5.52,0.12,4.72,0.1
QTWW,1.3,0.28,0.99,0.21,0.82,0.18
QRHC,1.34,0.04,1.34,0.04,1.34,0.04
QUIK,2.73,0.55,1.58,0.33,1.18,0.25
QDEL,2.14,0.23,1.74,0.18,1.52,0.15
QNST,1.24,0.47,1.01,0.39,0.88,0.34
QUMU,1.58,0.42,1.19,0.32,0.99,0.27
QTNT,4.46,0.64,3.7,0.51,3.3,0.44
RRD,0.97,0.07,0.97,0.07,0.97,0.07
ROIA,0.73,0.06,0.73,0.06,0.73,0.06
RSYS,0.67,0.33,0.38,0.19,0.28,0.14
RDUS,13.69,1.44,5.54,0.45,3.68,0.29
RDNT,1.33,0.07,1.33,0.07,1.33,0.07
RMBS,3.02,0.3,1.87,0.19,1.41,0.14
RAND,0.71,0.03,0.71,0.03,0.71,0.03
RLOG,0.88,0.13,0.88,0.13,0.88,0.13
RPTP,5.25,0.62,3.58,0.37,2.9,0.29
RAVE,9.28,0.12,9.28,0.12,9.28,0.12
RAVN,2.17,0.19,1.92,0.16,1.75,0.15
ROLL,2.87,0.14,2.87,0.14,2.87,0.14
RICK,0.75,0.08,0.75,0.08,0.75,0.08
RCMT,1.12,0.12,1.12,0.12,1.12,0.12
RLOC,0.49,0.25,0.49,0.25,0.49,0.25
RDI,1.24,0.06,1.24,0.06,1.24,0.06
RGSE,0.64,1.14,0.64,1.14,0.64,1.14
RNWK,0.99,0.43,0.58,0.26,0.43,0.2
RP,2.8,0.15,2.17,0.11,1.83,0.09
RCPT,7.3,0.56,5.74,0.38,4.98,0.31
RCON,0.49,0.14,0.43,0.12,0.39,0.11
REPH,4.23,0.77,2.55,0.51,1.96,0.4
RRGB,1.8,0.06,1.8,0.06,1.8,0.06
RGDO,0.85,1.82,0.3,0.73,0.21,0.52
REGN,12.77,0.59,7.32,0.33,5.5,0.24
RGLS,4.51,0.67,2.9,0.38,2.27,0.29
REIS,2.25,0.09,2.09,0.09,1.98,0.08
RELV,0.73,0.05,0.73,0.05,0.73,0.05
RLYP,9.06,0.9,4.59,0.44,3.28,0.31
MARK,3.62,1.23,3.39,1.13,3.23,1.07
REMY,0.8,0.05,0.8,0.05,0.8,0.05
REGI,0.5,0.1,0.49,0.1,0.49,0.09
RCII,0.76,0.06,0.76,0.06,0.76,0.06
RTK,0.9,0.03,0.9,0.03,0.9,0.03
RENT,2.57,0.12,2.4,0.1,2.28,0.09
RGEN,8.42,0.13,7.16,0.11,6.32,0.1
RPRX,4.27,1.0,1.75,0.47,1.2,0.33
RJET,0.85,0.05,0.85,0.05,0.85,0.05
REFR,11.56,0.48,8.05,0.33,6.42,0.27
RESN,1.79,0.66,1.27,0.45,1.03,0.36
REXI,0.67,0.03,0.67,0.03,0.67,0.03
RECN,1.51,0.12,1.51,0.12,1.51,0.12
RGDX,1.6,1.05,1.15,0.76,0.92,0.61
ROIC,1.3,0.03,1.3,0.03,1.3,0.03
SALE,1.8,0.18,1.55,0.15,1.4,0.13
RTRX,6.44,0.96,4.35,0.65,3.6,0.53
RVNC,2.57,0.47,1.73,0.31,1.36,0.24
RVLT,1.27,0.13,1.22,0.12,1.19,0.12
REXX,0.67,0.16,0.67,0.16,0.67,0.16
RFIL,1.12,0.1,1.02,0.09,0.95,0.08
RGCO,0.99,0.1,0.99,0.1,0.99,0.1
RIBT,1.16,0.26,1.16,0.26,1.16,0.26
RELL,0.66,0.05,0.66,0.05,0.66,0.05
RIGL,2.67,0.9,1.1,0.4,0.73,0.27
RNET,2.53,0.12,2.53,0.12,2.53,0.12
RVBD,1.98,0.13,1.54,0.1,1.31,0.09
RLJE,0.48,0.07,0.48,0.07,0.48,0.07
RMGN,0.92,1.14,0.74,1.01,0.64,0.92
RCPI,2.65,3.63,1.23,1.88,0.85,1.33
FUEL,0.85,0.22,0.75,0.19,0.7,0.18
RMTI,5.19,0.58,2.74,0.19,1.89,0.12
RCKY,0.88,0.07,0.88,0.07,0.88,0.07
RMCF,2.26,0.13,2.26,0.13,2.26,0.13
RSTI,1.04,0.12,0.87,0.1,0.77,0.09
ROKA,0.62,0.49,0.5,0.37,0.43,0.31
ROSE,0.85,0.15,0.85,0.15,0.85,0.15
ROST,4.62,0.34,4.62,0.34,4.62,0.34
ROVI,1.19,0.08,1.05,0.07,0.95,0.06
RGLD,1.55,0.03,1.55,0.03,1.55,0.03
ROYL,1.89,0.29,1.89,0.29,1.89,0.29
RPXC,1.28,0.1,1.28,0.1,1.28,0.1
RTIX,1.06,0.08,0.95,0.07,0.88,0.06
RBCN,0.51,0.22,0.49,0.21,0.48,0.2
RUSHA,0.95,0.06,0.95,0.06,0.95,0.06
RTGN,1.5,0.54,1.23,0.46,1.08,0.41
RUTH,2.48,0.29,2.48,0.29,2.48,0.29
RXII,2.14,1.29,0.47,0.33,0.28,0.2
SANW,0.8,0.05,0.79,0.05,0.78,0.05
SBRA,1.42,0.05,1.42,0.05,1.42,0.05
SABR,2.11,0.09,2.11,0.09,2.11,0.09
SAEX,1.0,0.13,1.0,0.13,1.0,0.13
SAFT,0.53,0.05,0.53,0.05,0.53,0.05
SAGE,11.8,0.62,8.56,0.4,7.11,0.32
SGNT,2.07,0.14,1.76,0.12,1.58,0.1
SAIA,1.64,0.13,1.64,0.13,1.64,0.13
SAJA,2.47,0.26,1.85,0.19,1.55,0.15
SALM,0.7,0.05,0.7,0.05,0.7,0.05
SAFM,1.55,0.41,1.55,0.41,1.55,0.41
SNDK,1.6,0.23,1.32,0.19,1.15,0.16
SGMO,3.82,0.34,2.48,0.22,1.95,0.17
SANM,0.69,0.08,0.67,0.07,0.66,0.07
SRPT,1.87,0.74,1.06,0.43,0.79,0.32
SBAC,2.96,0.04,2.96,0.04,2.96,0.04
SCSC,0.87,0.09,0.87,0.09,0.87,0.09
SMIT,0.74,0.08,0.65,0.07,0.6,0.07
SCHN,0.6,0.02,0.6,0.02,0.6,0.02
SCHL,0.91,0.16,0.91,0.16,0.91,0.16
SCLN,2.41,0.23,2.08,0.19,1.88,0.18
SGMS,0.96,0.05,0.94,0.05,0.93,0.05
SQI,1.66,0.12,1.29,0.09,1.09,0.08
SCYX,2.02,0.58,1.36,0.37,1.08,0.29
SEAC,1.05,0.26,0.68,0.17,0.53,0.14
